CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Segment_Level
DC-132852,1214,5,7308,3,3,1,331,Bronze
MW-182201,1243,5,7302,3,3,1,331,Bronze
SM-203204,1174,5,25042,3,3,1,331,Bronze
TB-211901,1237,5,8577,3,3,1,331,Bronze
MD-78601,1198,5,6855,3,3,1,331,Bronze
MB-180851,1207,4,6116,3,3,1,331,Bronze
AJ-107801,1219,5,5821,3,3,1,331,Bronze
AA-104801,1220,5,5946,3,3,1,331,Bronze
BP-112302,1244,5,5519,3,3,1,331,Bronze
BG-117403,1213,5,5513,3,3,1,331,Bronze
DB-129102,1241,5,5773,3,3,1,331,Bronze
SS-201402,1226,5,5653,3,3,1,331,Bronze
JF-152951,1202,4,5696,3,3,1,331,Bronze
ST-205304,1220,7,432,3,2,5,325,Silver
AB-602,1228,6,287,3,2,5,325,Silver
JD-160154,1207,6,386,3,2,5,325,Silver
BF-109754,1186,7,600,3,2,4,324,Silver
SB-202903,1191,7,793,3,2,4,324,Silver
BM-115754,1195,6,809,3,2,4,324,Silver
AS-106304,1187,7,835,3,2,4,324,Silver
NP-186852,1234,6,843,3,2,4,324,Silver
PF-91203,1178,6,847,3,2,4,324,Silver
PA-190604,1198,6,730,3,2,4,324,Silver
JW-159553,1227,7,683,3,2,4,324,Silver
LS-72302,1194,6,660,3,2,4,324,Silver
BK-112604,1172,6,659,3,2,4,324,Silver
TB-114002,1206,7,1343,3,2,4,324,Silver
CK-123252,1190,6,1353,3,2,4,324,Silver
DM-129554,1209,7,1321,3,2,4,324,Silver
IL-151002,1211,6,1333,3,2,4,324,Silver
TN-210402,1222,7,1313,3,2,4,324,Silver
KH-63301,1197,6,1311,3,2,4,324,Silver
RM-96753,1236,6,1305,3,2,4,324,Silver
SC-206804,1221,6,1255,3,2,4,324,Silver
MZ-75151,1214,6,1234,3,2,4,324,Silver
EB-141704,1177,6,1187,3,2,4,324,Silver
SM-109502,1199,7,1223,3,2,4,324,Silver
KN-64501,1188,6,1221,3,2,4,324,Silver
AR-105103,1171,6,1210,3,2,4,324,Silver
FC-143353,1202,6,1180,3,2,4,324,Silver
JS-160302,1235,7,1146,3,2,4,324,Silver
DD-135703,1172,6,1023,3,2,4,324,Silver
TS-211602,1200,6,1037,3,2,4,324,Silver
AS-102253,1200,7,1031,3,2,4,324,Silver
LS-172004,1191,6,1009,3,2,4,324,Silver
CM-26552,1242,7,979,3,2,4,324,Silver
BF-12752,1223,6,985,3,2,4,324,Silver
VM-218352,1206,7,1081,3,2,4,324,Silver
AR-3452,1236,6,1058,3,2,4,324,Silver
RW-96902,1193,6,1103,3,2,4,324,Silver
EK-137951,1208,6,1103,3,2,4,324,Silver
TS-215053,1194,7,1109,3,2,4,324,Silver
RP-193902,1190,6,1082,3,2,4,324,Silver
SW-202454,1176,7,1085,3,2,4,324,Silver
SM-200051,1242,6,949,3,2,4,324,Silver
ES-40801,1240,6,960,3,2,4,324,Silver
RC-199604,1205,6,886,3,2,4,324,Silver
EH-141854,1200,6,925,3,2,4,324,Silver
EB-141701,1226,6,1788,3,2,3,323,Silver
GB-145752,1180,7,1786,3,2,3,323,Silver
SC-207702,1198,6,1797,3,2,3,323,Silver
AJ-109454,1180,7,1839,3,2,3,323,Silver
PJ-190154,1229,7,1823,3,2,3,323,Silver
JM-155354,1197,7,1733,3,2,3,323,Silver
KW-165702,1219,6,1717,3,2,3,323,Silver
SS-208751,1187,6,1769,3,2,3,323,Silver
NF-185954,1209,7,2031,3,2,3,323,Silver
CC-122202,1194,7,1995,3,2,3,323,Silver
CL-125653,1219,6,1979,3,2,3,323,Silver
DK-132253,1178,6,1972,3,2,3,323,Silver
JF-153554,1200,6,1912,3,2,3,323,Silver
MM-172602,1205,7,1912,3,2,3,323,Silver
JO-152804,1187,6,1934,3,2,3,323,Silver
JL-158502,1234,6,1941,3,2,3,323,Silver
LR-70351,1201,6,1864,3,2,3,323,Silver
SN-205604,1206,6,1861,3,2,3,323,Silver
BK-112603,1202,6,1877,3,2,3,323,Silver
DP-133901,1228,7,1889,3,2,3,323,Silver
CK-127603,1181,7,1700,3,2,3,323,Silver
BP-111554,1184,6,1698,3,2,3,323,Silver
KM-167203,1202,7,1678,3,2,3,323,Silver
PW-192403,1195,7,1677,3,2,3,323,Silver
CM-118154,1226,6,1676,3,2,3,323,Silver
KN-164502,1195,7,1685,3,2,3,323,Silver
SG-204702,1186,6,1665,3,2,3,323,Silver
RH-195103,1202,7,1654,3,2,3,323,Silver
JC-161053,1179,7,1628,3,2,3,323,Silver
BT-14402,1188,6,1594,3,2,3,323,Silver
MH-77851,1172,7,1580,3,2,3,323,Silver
DB-136153,1212,7,1602,3,2,3,323,Silver
BP-112303,1208,6,1612,3,2,3,323,Silver
MB-80852,1186,6,1566,3,2,3,323,Silver
ER-138553,1228,7,1537,3,2,3,323,Silver
BD-117254,1188,6,1527,3,2,3,323,Silver
VP-217603,1192,7,1432,3,2,3,323,Silver
SM-209502,1216,6,1437,3,2,3,323,Silver
AP-109152,1226,6,1435,3,2,3,323,Silver
JF-154153,1198,6,1450,3,2,3,323,Silver
SC-102602,1236,6,2533,3,2,3,323,Silver
CC-121454,1201,7,2473,3,2,3,323,Silver
KL-165553,1180,6,2480,3,2,3,323,Silver
DG-133002,1222,6,2484,3,2,3,323,Silver
BD-16202,1212,7,2494,3,2,3,323,Silver
PB-192103,1246,7,2497,3,2,3,323,Silver
RD-198103,1201,7,2519,3,2,3,323,Silver
JM-56551,1217,6,2336,3,2,3,323,Silver
RF-197354,1184,7,2342,3,2,3,323,Silver
DO-136452,1201,6,2329,3,2,3,323,Silver
MO-178003,1184,7,2319,3,2,3,323,Silver
RS-194201,1194,7,2441,3,2,3,323,Silver
MH-172904,1214,6,2393,3,2,3,323,Silver
RS-198703,1172,7,2399,3,2,3,323,Silver
ES-140203,1171,7,2377,3,2,3,323,Silver
BD-115003,1220,7,2385,3,2,3,323,Silver
PJ-190153,1178,6,2352,3,2,3,323,Silver
MC-175752,1234,6,2352,3,2,3,323,Silver
JD-158951,1176,7,2372,3,2,3,323,Silver
MH-177854,1193,7,2203,3,2,3,323,Silver
DV-130452,1191,6,2210,3,2,3,323,Silver
AG-107652,1187,6,2159,3,2,3,323,Silver
AH-104651,1181,6,2183,3,2,3,323,Silver
PS-187604,1202,6,2182,3,2,3,323,Silver
CA-127752,1188,6,2181,3,2,3,323,Silver
MD-173501,1193,6,2062,3,2,3,323,Silver
BM-17851,1179,7,2096,3,2,3,323,Silver
TM-210101,1234,6,2152,3,2,3,323,Silver
AI-108552,1180,7,2105,3,2,3,323,Silver
PT-190902,1241,7,2553,3,2,2,322,Silver
MP-179651,1202,7,2552,3,2,2,322,Silver
TT-112651,1189,6,2618,3,2,2,322,Silver
QJ-192553,1209,7,2616,3,2,2,322,Silver
BT-14852,1192,6,2630,3,2,2,322,Silver
LC-169301,1200,7,2629,3,2,2,322,Silver
AT-104351,1221,6,2779,3,2,2,322,Silver
LR-169153,1244,7,2765,3,2,2,322,Silver
EC-140501,1206,7,2733,3,2,2,322,Silver
GZ-145453,1171,7,2743,3,2,2,322,Silver
FC-143351,1242,6,2788,3,2,2,322,Silver
KL-165552,1216,7,2771,3,2,2,322,Silver
PT-190901,1219,6,2798,3,2,2,322,Silver
BS-115901,1177,7,2791,3,2,2,322,Silver
AS-100454,1183,7,3051,3,2,2,322,Silver
CA-127754,1215,7,3040,3,2,2,322,Silver
CM-118153,1193,6,3020,3,2,2,322,Silver
FH-142752,1198,6,2972,3,2,2,322,Silver
FA-142304,1192,7,2984,3,2,2,322,Silver
BS-118002,1229,6,3002,3,2,2,322,Silver
LH-71553,1222,6,2937,3,2,2,322,Silver
SM-209503,1173,7,2966,3,2,2,322,Silver
MF-182503,1172,6,2874,3,2,2,322,Silver
AS-2852,1194,6,2881,3,2,2,322,Silver
FH-143651,1194,7,2864,3,2,2,322,Silver
VD-216701,1226,6,2844,3,2,2,322,Silver
EA-140351,1188,6,2922,3,2,2,322,Silver
BH-17102,1188,7,3251,3,2,2,322,Silver
DS-130301,1230,6,3254,3,2,2,322,Silver
CD-119803,1183,7,3170,3,2,2,322,Silver
EB-141104,1208,6,3073,3,2,2,322,Silver
PB-91502,1237,7,3085,3,2,2,322,Silver
DC-128501,1192,7,3085,3,2,2,322,Silver
ON-187151,1220,7,3094,3,2,2,322,Silver
CA-22652,1200,6,3042,3,2,2,322,Silver
SS-204104,1205,6,3056,3,2,2,322,Silver
MJ-177403,1189,6,3061,3,2,2,322,Silver
KM-166602,1208,7,3059,3,2,2,322,Silver
MN-179353,1214,6,3112,3,2,2,322,Silver
SG-206054,1203,6,3126,3,2,2,322,Silver
TN-210404,1185,7,3129,3,2,2,322,Silver
SN-207104,1174,7,3128,3,2,2,322,Silver
NP-186851,1222,6,3851,3,2,2,322,Silver
SV-207852,1180,6,3875,3,2,2,322,Silver
MD-173504,1212,7,3766,3,2,2,322,Silver
CS-119501,1216,6,3771,3,2,2,322,Silver
CA-119654,1191,6,3789,3,2,2,322,Silver
DW-135403,1189,6,3729,3,2,2,322,Silver
XP-218651,1225,7,3705,3,2,2,322,Silver
BD-115001,1183,6,3761,3,2,2,322,Silver
GM-144404,1178,7,3583,3,2,2,322,Silver
KD-162702,1201,7,3562,3,2,2,322,Silver
HD-147852,1193,6,3591,3,2,2,322,Silver
AH-101202,1208,6,3590,3,2,2,322,Silver
CM-119351,1220,6,3551,3,2,2,322,Silver
AR-104052,1206,7,3532,3,2,2,322,Silver
EL-137352,1240,6,3520,3,2,2,322,Silver
HA-149053,1173,6,3627,3,2,2,322,Silver
MT-178152,1188,7,3607,3,2,2,322,Silver
GH-44251,1178,7,3649,3,2,2,322,Silver
SH-206351,1227,6,3327,3,2,2,322,Silver
JS-158801,1240,6,3345,3,2,2,322,Silver
FM-142901,1200,7,3353,3,2,2,322,Silver
EM-138253,1232,7,3349,3,2,2,322,Silver
PC-187451,1177,7,3356,3,2,2,322,Silver
BD-116054,1192,7,3288,3,2,2,322,Silver
NR-185503,1177,7,3313,3,2,2,322,Silver
HD-47851,1201,6,3311,3,2,2,322,Silver
AG-106754,1192,7,3489,3,2,2,322,Silver
DA-134501,1218,6,3460,3,2,2,322,Silver
JD-60601,1235,6,3471,3,2,2,322,Silver
DH-36751,1214,6,3412,3,2,2,322,Silver
DB-134053,1202,7,3390,3,2,2,322,Silver
JP-154601,1175,6,4266,3,2,2,322,Silver
AH-106901,1240,6,4163,3,2,2,322,Silver
AW-108401,1213,7,4229,3,2,2,322,Silver
RD-196601,1188,7,4068,3,2,2,322,Silver
TT-214601,1242,6,4064,3,2,2,322,Silver
RD-199301,1195,6,3945,3,2,2,322,Silver
CA-120552,1221,7,4018,3,2,2,322,Silver
RA-199151,1237,6,3895,3,2,2,322,Silver
DB-135554,1202,7,3909,3,2,2,322,Silver
LW-169902,1226,7,4275,3,2,1,321,Bronze
MA-179951,1214,6,4311,3,2,1,321,Bronze
MH-74552,1187,6,4290,3,2,1,321,Bronze
CS-118602,1172,6,4358,3,2,1,321,Bronze
CC-121451,1177,7,4483,3,2,1,321,Bronze
SN-207102,1221,6,4389,3,2,1,321,Bronze
CC-121002,1242,7,4417,3,2,1,321,Bronze
DK-133751,1180,6,4420,3,2,1,321,Bronze
TC-212951,1241,6,4451,3,2,1,321,Bronze
VP-217601,1171,7,5503,3,2,1,321,Bronze
TA-213853,1192,6,5196,3,2,1,321,Bronze
SP-208602,1191,6,4911,3,2,1,321,Bronze
CS-124603,1205,7,4937,3,2,1,321,Bronze
IL-151004,1237,7,5040,3,2,1,321,Bronze
MH-176203,1199,6,5040,3,2,1,321,Bronze
RM-193752,1212,7,5054,3,2,1,321,Bronze
EG-39001,1184,6,5151,3,2,1,321,Bronze
ND-184602,1241,6,5124,3,2,1,321,Bronze
LC-170503,1202,7,4760,3,2,1,321,Bronze
RA-199453,1178,7,4845,3,2,1,321,Bronze
LT-167652,1233,6,4891,3,2,1,321,Bronze
SV-207851,1186,7,4873,3,2,1,321,Bronze
EB-139752,1237,6,4893,3,2,1,321,Bronze
BG-117401,1179,6,4900,3,2,1,321,Bronze
FO-143051,1173,7,4643,3,2,1,321,Bronze
TB-211752,1180,6,4662,3,2,1,321,Bronze
MH-172903,1192,7,4717,3,2,1,321,Bronze
JK-153703,1215,6,4556,3,2,1,321,Bronze
KL-166452,1223,7,4556,3,2,1,321,Bronze
RW-195402,1242,7,4541,3,2,1,321,Bronze
KE-164203,1211,6,5671,3,2,1,321,Bronze
FM-142152,1193,7,5513,3,2,1,321,Bronze
LM-170651,1179,7,5588,3,2,1,321,Bronze
JF-152953,1186,7,5824,3,2,1,321,Bronze
KB-164052,1190,6,5858,3,2,1,321,Bronze
TC-209802,1222,7,5835,3,2,1,321,Bronze
SR-204252,1200,6,6126,3,2,1,321,Bronze
JM-155803,1214,6,6050,3,2,1,321,Bronze
SW-202451,1213,6,6028,3,2,1,321,Bronze
SN-205601,1178,6,6795,3,2,1,321,Bronze
DM-133451,1185,7,6883,3,2,1,321,Bronze
EG-139002,1236,7,6883,3,2,1,321,Bronze
CK-125951,1223,7,7018,3,2,1,321,Bronze
BM-111401,1237,7,6930,3,2,1,321,Bronze
HA-149051,1177,6,6695,3,2,1,321,Bronze
KD-166152,1220,7,6685,3,2,1,321,Bronze
CL-118901,1222,7,6746,3,2,1,321,Bronze
MT-180702,1222,7,6720,3,2,1,321,Bronze
VP-217602,1184,7,6643,3,2,1,321,Bronze
ED-138851,1174,7,6533,3,2,1,321,Bronze
CP-123401,1225,7,6559,3,2,1,321,Bronze
HG-148453,1204,6,6417,3,2,1,321,Bronze
KF-162854,1192,7,10606,3,2,1,321,Bronze
SC-203051,1181,6,9218,3,2,1,321,Bronze
AB-101502,1198,6,9139,3,2,1,321,Bronze
VG-218051,1191,7,15654,3,2,1,321,Bronze
RB-193604,1191,6,15117,3,2,1,321,Bronze
DP-131051,1193,6,11883,3,2,1,321,Bronze
CA-119651,1194,7,11653,3,2,1,321,Bronze
FW-143951,1232,6,10897,3,2,1,321,Bronze
MS-179802,1237,6,7202,3,2,1,321,Bronze
RW-195404,1215,7,7400,3,2,1,321,Bronze
MM-179202,1186,7,7421,3,2,1,321,Bronze
JM-158654,1204,7,7624,3,2,1,321,Bronze
BE-114102,1179,7,7623,3,2,1,321,Bronze
SH-99752,1201,6,7537,3,2,1,321,Bronze
NF-183854,1174,7,8321,3,2,1,321,Bronze
PS-190451,1184,7,8178,3,2,1,321,Bronze
JW-160752,1211,7,8113,3,2,1,321,Bronze
BS-113801,1209,6,8133,3,2,1,321,Bronze
CR-127303,1202,7,7637,3,2,1,321,Bronze
EM-142001,1214,7,7725,3,2,1,321,Bronze
AF-108702,1200,6,7808,3,2,1,321,Bronze
CM-121151,1214,7,7791,3,2,1,321,Bronze
NP-187004,1233,7,7904,3,2,1,321,Bronze
JF-154904,1216,11,1082,3,1,4,314,Bronze
DP-130004,1221,9,1051,3,1,4,314,Bronze
TH-212354,1212,8,1024,3,1,4,314,Bronze
VG-217901,1245,8,1172,3,1,4,314,Bronze
GM-145004,1201,10,1255,3,1,4,314,Bronze
CD-119203,1192,8,1267,3,1,4,314,Bronze
DO-134354,1228,9,1298,3,1,4,314,Bronze
PB-191502,1198,8,1308,3,1,4,314,Bronze
MG-178904,1194,9,777,3,1,4,314,Bronze
MM-182804,1180,9,774,3,1,4,314,Bronze
EH-37651,1223,8,605,3,1,4,314,Bronze
PB-191504,1192,8,1457,3,1,3,313,Bronze
CC-126703,1184,8,1548,3,1,3,313,Bronze
DL-128654,1195,8,1504,3,1,3,313,Bronze
SC-203802,1181,9,1512,3,1,3,313,Bronze
CK-127604,1177,9,1583,3,1,3,313,Bronze
KW-165703,1206,12,1585,3,1,3,313,Bronze
CD-122803,1221,9,1628,3,1,3,313,Bronze
MO-178004,1199,8,1686,3,1,3,313,Bronze
CC-125503,1241,8,1915,3,1,3,313,Bronze
PF-191202,1179,8,1864,3,1,3,313,Bronze
JR-157003,1174,8,1873,3,1,3,313,Bronze
LD-170052,1214,8,1956,3,1,3,313,Bronze
PF-191203,1192,8,2001,3,1,3,313,Bronze
RC-198253,1213,8,1993,3,1,3,313,Bronze
SC-205751,1213,9,2009,3,1,3,313,Bronze
CM-18302,1208,8,1716,3,1,3,313,Bronze
JP-161354,1197,9,1706,3,1,3,313,Bronze
MB-180852,1199,9,1735,3,1,3,313,Bronze
AH-101952,1187,9,1833,3,1,3,313,Bronze
RW-196303,1172,8,1798,3,1,3,313,Bronze
FM-143804,1240,9,2523,3,1,3,313,Bronze
PN-187752,1202,13,2519,3,1,3,313,Bronze
HP-148153,1197,8,2529,3,1,3,313,Bronze
DE-132553,1225,8,2503,3,1,3,313,Bronze
CB-125353,1184,8,2500,3,1,3,313,Bronze
NZ-185654,1180,9,2487,3,1,3,313,Bronze
RB-197951,1208,8,2476,3,1,3,313,Bronze
JB-154003,1187,8,2468,3,1,3,313,Bronze
MH-174554,1180,8,2456,3,1,3,313,Bronze
RH-194951,1207,8,2452,3,1,3,313,Bronze
BT-113053,1188,8,2443,3,1,3,313,Bronze
TB-215202,1207,8,2119,3,1,3,313,Bronze
AB-100601,1176,9,2107,3,1,3,313,Bronze
EJ-137203,1215,8,2136,3,1,3,313,Bronze
BD-17252,1243,9,2229,3,1,3,313,Bronze
SR-207403,1218,8,2373,3,1,3,313,Bronze
AG-104954,1173,8,2356,3,1,3,313,Bronze
HD-147853,1194,13,2419,3,1,3,313,Bronze
AJ-109451,1186,9,2329,3,1,3,313,Bronze
EM-138103,1198,8,2290,3,1,3,313,Bronze
KN-167054,1193,8,2280,3,1,3,313,Bronze
AR-5102,1199,8,2267,3,1,3,313,Bronze
MC-176054,1207,8,2258,3,1,3,313,Bronze
SC-206954,1184,10,2578,3,1,2,312,Bronze
TP-215653,1228,8,2821,3,1,2,312,Bronze
CS-124901,1172,8,2831,3,1,2,312,Bronze
MC-172752,1202,9,2843,3,1,2,312,Bronze
EB-138704,1195,10,2768,3,1,2,312,Bronze
JG-151603,1208,8,2628,3,1,2,312,Bronze
SG-206051,1178,10,2654,3,1,2,312,Bronze
TP-214151,1195,8,2683,3,1,2,312,Bronze
BT-114851,1173,8,2681,3,1,2,312,Bronze
LO-171702,1209,10,3470,3,1,2,312,Bronze
ED-138854,1230,8,3487,3,1,2,312,Bronze
HF-149952,1178,8,3497,3,1,2,312,Bronze
PR-188801,1204,8,3303,3,1,2,312,Bronze
RW-196304,1184,9,3280,3,1,2,312,Bronze
SH-203952,1225,8,3278,3,1,2,312,Bronze
OT-187303,1213,8,3330,3,1,2,312,Bronze
AP-109154,1193,10,3324,3,1,2,312,Bronze
PK-189103,1193,8,3644,3,1,2,312,Bronze
CY-127452,1214,8,3642,3,1,2,312,Bronze
MC-172753,1237,8,3672,3,1,2,312,Bronze
BD-116201,1232,9,3514,3,1,2,312,Bronze
DL-134954,1171,8,3540,3,1,2,312,Bronze
AG-103302,1244,9,3590,3,1,2,312,Bronze
KE-164201,1244,13,3589,3,1,2,312,Bronze
BT-113951,1180,8,3596,3,1,2,312,Bronze
AM-103603,1191,9,3759,3,1,2,312,Bronze
BO-113501,1234,8,3754,3,1,2,312,Bronze
RB-193301,1236,8,3794,3,1,2,312,Bronze
WB-218503,1199,9,3780,3,1,2,312,Bronze
RD-199004,1209,9,3134,3,1,2,312,Bronze
MS-177704,1216,9,3146,3,1,2,312,Bronze
BP-112901,1195,8,3172,3,1,2,312,Bronze
SC-205752,1173,9,3210,3,1,2,312,Bronze
CT-119954,1191,8,3241,3,1,2,312,Bronze
IG-150852,1201,8,2899,3,1,2,312,Bronze
GH-144103,1185,10,2856,3,1,2,312,Bronze
TM-210104,1198,8,2955,3,1,2,312,Bronze
JK-161204,1212,10,2933,3,1,2,312,Bronze
BG-110353,1230,10,2942,3,1,2,312,Bronze
DH-130753,1187,9,2978,3,1,2,312,Bronze
DL-128652,1213,10,3023,3,1,2,312,Bronze
SG-204703,1185,8,4249,3,1,2,312,Bronze
PR-188802,1214,9,3897,3,1,2,312,Bronze
GA-145154,1244,8,3922,3,1,2,312,Bronze
SZ-200353,1195,14,3999,3,1,2,312,Bronze
FP-143201,1239,8,3973,3,1,2,312,Bronze
SJ-201254,1190,12,3950,3,1,2,312,Bronze
MC-181002,1218,9,3957,3,1,2,312,Bronze
SC-200201,1185,12,4109,3,1,2,312,Bronze
SH-203951,1230,10,4092,3,1,2,312,Bronze
NM-185201,1201,8,4082,3,1,2,312,Bronze
EH-141251,1197,8,4073,3,1,2,312,Bronze
JW-159552,1219,8,4086,3,1,2,312,Bronze
JE-156101,1191,11,4147,3,1,2,312,Bronze
PH-187903,1216,8,4322,3,1,1,311,Bronze
SP-208604,1174,10,4283,3,1,1,311,Bronze
HK-148902,1221,8,4282,3,1,1,311,Bronze
AR-103451,1197,9,4462,3,1,1,311,Bronze
AS-101351,1211,11,4430,3,1,1,311,Bronze
KT-164651,1192,9,4421,3,1,1,311,Bronze
CK-122051,1173,11,4487,3,1,1,311,Bronze
AG-109004,1191,10,4511,3,1,1,311,Bronze
YS-218803,1220,8,4573,3,1,1,311,Bronze
KH-166901,1228,11,4562,3,1,1,311,Bronze
SR-207401,1188,9,4573,3,1,1,311,Bronze
BF-112151,1228,10,4587,3,1,1,311,Bronze
KT-164804,1195,10,4642,3,1,1,311,Bronze
RF-193451,1215,8,4628,3,1,1,311,Bronze
JW-159551,1176,8,4628,3,1,1,311,Bronze
MT-178151,1242,9,4902,3,1,1,311,Bronze
LC-168851,1235,8,4867,3,1,1,311,Bronze
JK-157304,1179,10,4868,3,1,1,311,Bronze
DK-129853,1192,9,4743,3,1,1,311,Bronze
TB-215204,1202,9,4737,3,1,1,311,Bronze
PF-191651,1186,13,4736,3,1,1,311,Bronze
BB-109901,1191,11,4719,3,1,1,311,Bronze
LP-170951,1172,8,4733,3,1,1,311,Bronze
BW-111104,1216,8,4752,3,1,1,311,Bronze
KH-166902,1197,14,4761,3,1,1,311,Bronze
TM-214901,1192,10,4799,3,1,1,311,Bronze
MR-175451,1192,8,4797,3,1,1,311,Bronze
RS-194202,1194,9,5093,3,1,1,311,Bronze
TP-215652,1233,10,5103,3,1,1,311,Bronze
AG-109001,1212,8,5035,3,1,1,311,Bronze
DW-135853,1177,11,5034,3,1,1,311,Bronze
DG-133001,1202,10,5020,3,1,1,311,Bronze
CK-125952,1224,8,4945,3,1,1,311,Bronze
TB-210551,1172,8,5246,3,1,1,311,Bronze
GZ-144701,1243,8,5289,3,1,1,311,Bronze
SJ-202153,1177,9,5280,3,1,1,311,Bronze
TB-212503,1175,8,5311,3,1,1,311,Bronze
MB-180853,1178,10,5466,3,1,1,311,Bronze
CC-123702,1174,9,5455,3,1,1,311,Bronze
CP-120854,1177,8,5401,3,1,1,311,Bronze
SK-199903,1212,8,5435,3,1,1,311,Bronze
LD-170051,1179,9,5389,3,1,1,311,Bronze
MM-172601,1173,10,7869,3,1,1,311,Bronze
GW-146051,1199,9,8000,3,1,1,311,Bronze
KD-164954,1207,12,8184,3,1,1,311,Bronze
AR-108252,1174,15,7720,3,1,1,311,Bronze
RK-193003,1180,13,7683,3,1,1,311,Bronze
LA-167801,1222,12,8091,3,1,1,311,Bronze
LD-168552,1199,9,8109,3,1,1,311,Bronze
AF-108851,1171,10,8347,3,1,1,311,Bronze
LR-169152,1227,8,8429,3,1,1,311,Bronze
EH-141252,1219,8,7494,3,1,1,311,Bronze
GH-144251,1195,9,7621,3,1,1,311,Bronze
AH-102102,1197,11,7417,3,1,1,311,Bronze
ST-205303,1228,10,7436,3,1,1,311,Bronze
AG-104952,1223,11,7461,3,1,1,311,Bronze
Dp-132404,1179,11,7199,3,1,1,311,Bronze
FA-142302,1241,12,7077,3,1,1,311,Bronze
PO-188502,1200,12,7288,3,1,1,311,Bronze
PP-189554,1192,10,7254,3,1,1,311,Bronze
SC-200952,1192,9,7301,3,1,1,311,Bronze
KC-166752,1194,8,7362,3,1,1,311,Bronze
JK-153251,1172,13,10908,3,1,1,311,Bronze
TS-215051,1178,10,10964,3,1,1,311,Bronze
SC-206951,1184,12,10871,3,1,1,311,Bronze
VT-217001,1183,13,10839,3,1,1,311,Bronze
SV-203654,1196,10,11472,3,1,1,311,Bronze
EH-137654,1230,12,10313,3,1,1,311,Bronze
CD-127902,1235,13,10120,3,1,1,311,Bronze
JH-158202,1205,9,11729,3,1,1,311,Bronze
RO-197801,1216,10,12210,3,1,1,311,Bronze
PF-191201,1188,8,15063,3,1,1,311,Bronze
JS-160301,1241,14,13219,3,1,1,311,Bronze
AD-101801,1187,8,9209,3,1,1,311,Bronze
HW-149354,1212,8,9299,3,1,1,311,Bronze
CC-123701,1239,12,9524,3,1,1,311,Bronze
MV-181901,1194,8,9480,3,1,1,311,Bronze
RB-197953,1188,14,9463,3,1,1,311,Bronze
AB-100151,1208,9,10662,3,1,1,311,Bronze
JB-160002,1191,10,9689,3,1,1,311,Bronze
CR-127301,1221,10,8626,3,1,1,311,Bronze
NM-184451,1180,11,8764,3,1,1,311,Bronze
JF-155652,1200,12,8700,3,1,1,311,Bronze
AP-109151,1171,9,9049,3,1,1,311,Bronze
DV-130453,1216,8,9018,3,1,1,311,Bronze
SC-206801,1174,9,8915,3,1,1,311,Bronze
CM-121601,1192,8,8870,3,1,1,311,Bronze
SB-201852,1230,13,6429,3,1,1,311,Bronze
AS-102851,1233,9,6388,3,1,1,311,Bronze
TB-215201,1178,12,6371,3,1,1,311,Bronze
JC-161052,1198,10,6355,3,1,1,311,Bronze
JA-159704,1187,8,6494,3,1,1,311,Bronze
HG-150251,1185,9,6510,3,1,1,311,Bronze
GK-146204,1207,9,6498,3,1,1,311,Bronze
SB-201853,1219,9,6349,3,1,1,311,Bronze
CH-120702,1236,9,6312,3,1,1,311,Bronze
DP-130002,1184,10,6306,3,1,1,311,Bronze
BE-113353,1174,11,6342,3,1,1,311,Bronze
SS-201403,1181,8,6190,3,1,1,311,Bronze
HH-150101,1243,8,6180,3,1,1,311,Bronze
RL-196154,1216,8,6236,3,1,1,311,Bronze
SV-203651,1182,11,6624,3,1,1,311,Bronze
BG-110351,1211,9,6713,3,1,1,311,Bronze
SW-207553,1240,12,6683,3,1,1,311,Bronze
KH-165101,1239,8,6705,3,1,1,311,Bronze
NL-183101,1181,9,6982,3,1,1,311,Bronze
DD-135702,1239,10,6899,3,1,1,311,Bronze
TT-214602,1223,9,6816,3,1,1,311,Bronze
KM-163752,1205,8,6772,3,1,1,311,Bronze
BE-113352,1185,12,5882,3,1,1,311,Bronze
FM-142903,1175,11,5888,3,1,1,311,Bronze
LE-168102,1176,8,5938,3,1,1,311,Bronze
KB-166001,1181,8,5897,3,1,1,311,Bronze
TC-209803,1237,9,5492,3,1,1,311,Bronze
SC-200501,1194,9,5484,3,1,1,311,Bronze
BE-114101,1215,10,5536,3,1,1,311,Bronze
CS-124903,1178,10,5698,3,1,1,311,Bronze
DJ-135103,1179,10,5736,3,1,1,311,Bronze
BG-17402,1138,2,547,2,5,5,255,Silver
HW-49351,1151,2,443,2,5,5,255,Silver
ER-38551,1148,2,464,2,5,5,255,Silver
BT-16801,1152,2,482,2,5,5,255,Silver
SH-99751,1159,2,520,2,5,5,255,Silver
CC-24753,1150,2,519,2,5,5,255,Silver
PN-87752,1148,2,499,2,5,5,255,Silver
PL-89252,1144,1,498,2,5,5,255,Silver
CC-21001,1155,2,513,2,5,5,255,Silver
RK-93001,1159,2,383,2,5,5,255,Silver
ND-83701,1128,2,360,2,5,5,255,Silver
FG-142603,1146,2,348,2,5,5,255,Silver
AW-9302,1132,2,370,2,5,5,255,Silver
DL-29251,1132,2,356,2,5,5,255,Silver
AB-2552,1138,1,283,2,5,5,255,Silver
